,Unnamed: 0,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,sentiment_target
232,3382,@MENTION I surpassed myself with the tech #fail. iPhone = broken.,iPhone,Negative emotion,0
233,3401,@MENTION I am glad that I don't have a iPad 2 ... I think.#sxsw,iPad,Negative emotion,0
234,3402,"@MENTION I go to #SXSW, let's meet! I can't use @mmention yet because I have an Android phone, but I will show myself how it works!",,Negative emotion,0
235,3404,@MENTION I guess there will be no #android app for #SXSW in good time?,Android App,Negative emotion,0
236,3413,"Totalitarian thinking in action: People worldwide come to Austin, TX for #SXSW and decide to spend their time in an Apple store.",Apple,Negative emotion,0
237,3420,It is ridiculous to see how someone takes a photo during a session with their iPad. I can't wait to see concert use. #SXSW #silly,iPad,Negative emotion,0
238,3442,"@MENTION If I were you, I would stay away from the Apple Store tomorrow #SXSW",Apple,Negative emotion,0
239,3444,@mination if you have the feeling that Google Warmen fan boys behave better than giggling schoolgirls ahead of Marissa Mayer YDay #SXSW,,Negative emotion,0
240,3448,"Relatives: If you have verizon, you will do it better.#SXSW bandwrite edition.",iPhone,Negative emotion,0
241,3470,Farmers like Blackberry smartphones because the iPhone does not hold long on the farm. #Mobile Farm #SXSW,iPhone,Negative emotion,0
242,3473,"Tablets such as the iPad and Xoom, in which touch emulates a click/keyboard input, means that we are not there yet. #SXSW #GSWSXSW #futureoftouch",iPad,Negative emotion,0
243,3474,"Techie Fail RT @memention One #SXSW Panel Moderator, which comes from Europe, says that he has issued 3000 US dollars for roaming fees for his iPhone at SXSW 2010.",iPhone,Negative emotion,0
244,3480,Content becomes back to the browser. What is the work on an iPad replicating if you can press a button?,iPad,Negative emotion,0
245,3512,Mad Mad Line still in the #SXSW Apple Pop -up shop here in Austin #IPAD2,Apple,Negative emotion,0
246,3541,I think I might have to bring my laptop to #SXSW. The iPad alone may not be enough on this trip.,iPad,Negative emotion,0
247,3549,I played with/ the Windows 7 phone here at #SXSW.The animation is better than an iPhone and; it looks very interesting!,,Negative emotion,0
248,3563,"@mmention Instagram, but it is only currently, Mister & Quot;Must be cool and different and get an evo & quot; that's shit.#sxsw",iPhone,Negative emotion,0
249,3589,Hey @mmention was invited to a new group at #SXSW and your Android app crashes again and again when I try to join! WTF? #Sxswfail,Android App,Negative emotion,0
250,3609,"Hey @memention Twitter needs us in disaster areas to filter out things like #SXSW and #ipad, because at the moment we really don't care that we really don't care",iPad,Negative emotion,0
251,3615,"Hey @memention, your app is not downloaded from the Android app market.",Android App,Negative emotion,0
252,3632,Guy with iPad 2 photos of @mention -folien.speinlich! #Sxsw,iPad,Negative emotion,0
253,3634,@MENTION IPAD APP is rightly planned for Design -Trumping content.#SXSW,iPad or iPhone App,Negative emotion,0
254,3653,Fuck the iPhone! Rt @mmention new #uberSocial for #IPHON now in the App Store contains Uberguide to #SXSW ... {link},iPhone,Negative emotion,0
255,3663,@Mination is about to talk about the mistakes he made for the iPhone on the construction of Netflix. #SXSW #Netflixiphone,iPad or iPhone App,Negative emotion,0
256,3674,"Bad news it costs 1,000 US dollars?",,Negative emotion,0
257,3678,"My series this morning two people act notes, one person on a Blackberry and me on a #PC - Proof Apple is not a monopoly at #SXSW",Apple,Negative emotion,0
258,3698,"The improvement in the iPad content of many publisher are like the worst David Foster Wallace footnotes-somehow interesting, but mostly irrelevant.#SXSW",iPad or iPhone App,Negative emotion,0
259,3700,The iPhone crisis on the #SXSW telephone is on the Silver Logo. IT has been on the screen for 15 minutes.,iPhone,Negative emotion,0
260,3717,"I can't wait to give the Samsung people a demo of my terrible, terrible Google Nexus s phone at #SXSW",Google,Negative emotion,0
261,3718,"And now it won't move from the website to the iPhone. Fantilically, I'm glad that I wasted this time. #Festivalgenius #notsomuch #SXSW",iPhone,Negative emotion,0
262,3722,You know that it is bad if you need to see/use your calendar. #IPhone #sxsw #fml,,Negative emotion,0
263,3724,@MENTION it's the next step that Google Skynet will be.#SXSW,Google,Negative emotion,0
264,3754,"The Netflix iPhone app was in A & quot;Comfortable deadline """,iPad or iPhone App,Negative emotion,0
265,3787,First lecture on the day: iPad design headache.#SXSW,iPad,Negative emotion,0
266,3796,Josh Clark: I hate the back button of the iPad with the heat of one million sunbathing. #Tapworthy #sxsw,iPad,Negative emotion,0
267,3816,"Google takes the mantra of 'not angry' to heart, but her pride in her products makes it guilty of the 7th deadly sin, Superbia #SXSW",Google,Negative emotion,0
268,3853,Why are all prices at #SXSW Apple Products? Sighing,Apple,Negative emotion,0
269,3880,Can't bypass #SXSW traffic?,iPad or iPhone App,Negative emotion,0
270,3883,"This double problem with iPhone iOS 4.3 becomes annoying. In other messages, an iPhone can fly through the room at #gr2l2 #SXSW",iPhone,Negative emotion,0
271,3893,"""Apple is the most elegant fascist company in America."" #Flipboard #SXSW",Apple,Negative emotion,0
272,3895,Has Google already started its next social media flop? #Sxsw,Other Google product or service,Negative emotion,0
273,3896,& quot;Apple likes it if you pay you. This likes Apple.& Quot; - Barry Diller #SXSW (@M been acc.,Apple,Negative emotion,0
274,3923,"Dear Google, your photobooth is shit.#SXSW",Other Google product or service,Negative emotion,0
275,3924,& quot;Apple: The most elegant fascist society in America today.& quot;- kara swisher #sxsw #flipboard,Apple,Negative emotion,0
276,3929,I would like to learn everything about design headache for iPad #SXSW,iPad,Negative emotion,0
277,3937,"Barry Diller says only iPad magazines like The Daily do not make sense, {link} #sxsw",iPad or iPhone App,Negative emotion,0
278,3938,Barry Diller says that they are silly if they only write content for a form factor. Apple likes it because they get money #SXSW,Apple,Negative emotion,0
279,3943,"Barry Dillers pragmatic and straightforward, what is nice.",Apple,Negative emotion,0
280,3981,Google becomes itself #rhizome #SXSWK #SXSW @memention hilton {link},Google,Negative emotion,0
281,3987,Today Google will start Facebook competitive circles.,Google,Negative emotion,0
282,3990,"And it will be sucking.rt @memention rt @mention Google will be an important new social service, circles, at #sxsw today {link} preview",Other Google product or service,Negative emotion,0
283,3992,Take a look at all these people at #SXSW with iPad 1.,iPad,Negative emotion,0
284,4002,"I feel silly, but I can't find out how the #SXSW Mobile app should be updated to Android. It doesn't seem to have ""options"" (below left button)?",,Negative emotion,0
285,4005,"I was really hoping that #SXSW would bring an Android version of @mention well, maybe one day ... with you for a long time.",Android App,Negative emotion,0
286,4006,"Is an overload of information that is delivered by Google Discovery? Google says that people don't lose curiosity, but I wonder ... we need a coincidence.#Sxsw",Google,Negative emotion,0
287,4024,@MENTION LOVE what you do at #SXSW. How is it that I get registration errors almost every time I open my app on the iPhone?,iPad or iPhone App,Negative emotion,0
288,4034,"After the failure of Google Buzz, Google Latitude, now Google Circle! Seriously, Google has to concentrate more! #Fail #google #SXSW",Google,Negative emotion,0
289,4040,"You finally get everyone to buy on Facebook, and then Google Circle introduces.",,Negative emotion,0
290,4041,"You finally get everyone to buy on Facebook, and then Google introduces circles.",Other Google product or service,Negative emotion,0
291,4137,@MENTION may have to go to Apple today.,Apple,Negative emotion,0
292,4140,"I just have mine and amp; I do not agree, RT @M been Peter Cashmore on iPad 2 is only worth a slight improvement unless you have 2 USD burn #Sxsw",iPad,Negative emotion,0
293,4169,"No, no Google Circles seems to start today: {Link} #SXSW",Other Google product or service,Negative emotion,0
294,4176,@MENTION My #Twitter iPhone -app has been canceled for a few days. Do you want to help with #SXSW and a lot of tweeting - can you help?,iPad or iPhone App,Negative emotion,0
295,4185,@MENTION my iPhone fell & amp; I had to carry out a fresh restoration & amp; I lost my favorite -dali/canvas Pak? Can I ever get it back? Are you @sxsw?,iPhone,Negative emotion,0
296,4194,"Ahhh, darn :( rt @mention @mention loud @mmention Google confirmed that it does not start at #SXSW at all.",Other Google product or service,Negative emotion,0
297,4220,"Please I can hear more people talk about the iPad 2, preferably with more #SXSW haashtags - I really have a deficit in my life!",iPad,Negative emotion,0
298,4227,"This woman is great - to move to problems and admit Google, it could do better #sxsw",Google,Negative emotion,0
299,4246,Sitting on the floor behind a man who adds his new iPad 2 in a very disturbing way.#SXSW,iPad,Negative emotion,0
300,4278,Grrr..plancast -things that were exported to the Google Calendar in San Diego/Pacific Time,Google,Negative emotion,0
301,4293,"Line around the corner for #iPad2 at #SXSW, I say, wait.",iPad,Negative emotion,0
302,4298,"Breft Wanderer.Weißes cord, sleep.",iPhone,Negative emotion,0
303,4306,Man handling for an iPad 2 at SXSW.WAS comes the world?,iPad,Negative emotion,0
304,4314,This iPhone #SXSW app would be pretty great if it has not crashed every 10 minutes during the longer browsing.,iPad or iPhone App,Negative emotion,0
305,4317,"The SXSW -IPHOPHON -App is fantastic, but every time the iPad App crushes.#SXSW",iPad or iPhone App,Negative emotion,0
306,4330,Does anyone have an address for the Yeasayer concert tonight? Google Maps fails.#SXSW,Other Google product or service,Negative emotion,0
307,4340,I asked one of the carpenters whether #Aplle paid every single stand here to show his product on iPad2s.,Apple,Negative emotion,0
308,4361,"The internet blurred, {link} the iPad fades, {link} �� @mmention at #SXSW",iPad,Negative emotion,0
309,4385,"Interesting ""@mmention & quot; Google is looking for technical solutions, why they are not great @mmention community because it is a human solution #sxsw� ۝",Google,Negative emotion,0
310,4393,"My tweet from #SXSW was today thanks to the iPhone app #fail @mention iphootsuite, is the epic replacement! #Owllove",iPad or iPhone App,Negative emotion,0
311,4414,I wanted to mock the Tech-Nerds because I came to #SXSW to stand in a 4-hour line for an iPad 2.Then I remembered myself and horror films.,iPad,Negative emotion,0
312,4418,"Starts to think, my #Blackberry is more like the #abacus of telefone.Verdammt u #iPhone. #Sxsw (I just wanted #abacus)",iPhone,Negative emotion,0
313,4430,"@MENTION NICE #SXSW SONG @MENTION DON� T HACK, WRITE RAILS.UNDELENTAUT, WORK for Sales. For Google. {Linking}",Google,Negative emotion,0
314,4481,"@M have no, no, no ... I would not wait for the iPad 3 with teleporting functions.#SXSW",iPad,Negative emotion,0
315,4482,This technology could not take place on an iPhone.,iPhone,Negative emotion,0
316,4497,There is nothing stupid than taking people with an iPad video.#SXSW,iPad,Negative emotion,0
317,4499,Agreed ��� novelty of #ipad news #apps quickly fades under the digital delegates ��� {link} #media #sxsw,iPad,Negative emotion,0
318,4522,"In the ""worst company of the consumer"" of the consumer in America 2011 & quot; tournament holder - Apple will compete against Microsoft in the first round #SXSW",Apple,Negative emotion,0
319,4534,I assume that every Geek-Douche will organize an iPad 2 at #SXSW. This is also the reason why it is not worth it.,iPad,Negative emotion,0
320,4535,I record a & quot; button for #ipad 2 lines. {Link} #SXSW,iPad,Negative emotion,0
321,4569,Grrrr @memention not #sxsw as intended on the web or iPhone :(,iPhone,Negative emotion,0
322,4584,"Organic reveals Broadfeed, social news app for iPad.s the audience stands up and leads to the door.#SXSW",iPad or iPhone App,Negative emotion,0
323,4602,"Mayer also admits that Google has to ""increase"" & quot; the customer support for Google Maps.#SXSW",Other Google product or service,Negative emotion,0
324,4620,"Determined to go to LA instead of #SXSW, because my AT & AMP;T iPhone would be roughly as useful as a brick in Austin.",iPhone,Negative emotion,0
325,4624,On the way to the iPad design headache in Hilton - Salon J #SXSW,,Negative emotion,0
326,4637,I look forward to meeting the @mmention at #SXSW so that I can show you my sprint galaxys that are still running Android 2.1. #Fail,Android,Negative emotion,0
327,4641,iPhone too old for #SXSW -Zeitplan -App.oh no. #rejection,iPhone,Negative emotion,0
328,4655,There is no way to call the iPad sensibly at #SXSW. I think there is one for two people.,iPad,Negative emotion,0
329,4667,Apple Autocorrect ist so seltsam.Ogilvy Autocorrects to Idiocy.#ogilvynotes #sxsw :),Apple,Negative emotion,0
330,4676,Google Product Showcases never feel so cool.,Google,Negative emotion,0
331,4689,Kaschmir of Mashable: The iPad 2 believes that it is not a big step. I am now waiting for the Apple PR team to go to the #SXSW meeting.,iPad,Negative emotion,0
332,4690,Andrew K from PRX sets the homogeneity of the Apple ecosystem W -foreseen about Androids Wild West. #IMaconf #sxsw #drumbeat #mojo,,Negative emotion,0
333,4700,Aron Pilhofer of the New York Times and Design Guru Khoi Vinh Express -Skepsis towards Ipad News -Apps at #SXSW {Link},iPad or iPhone App,Negative emotion,0
334,4827,RT @mmention 'Google has lost its way by taking too much for the business compared to the users - @MENTION #Psych #SXSW,Google,Negative emotion,0
335,4829,RT @mmention 'This technology could not take place on an iPhone.,iPhone,Negative emotion,0
336,4846,Mt @mmention (Swisher calls Apple & Quot; the classic fascist company in America & quot; #sxflip #sxsw,Apple,Negative emotion,0
337,4858,RT @mmention @mmention - false alarm: Google circles are not coming now.And probably never?- {Link} #google #circles #Social #sxsw,,Negative emotion,0
338,4901,RT @MENTION @MENTION IPAD APP is right for Design -Trumping content and rightly.#SXSW,iPad or iPhone App,Negative emotion,0
339,4914,RT @MENTION @MENTION PETER Cashmore on iPad 2: It is only a minor improvement. It is not worth it unless you have money to burn.#SXSW,iPad,Negative emotion,0
340,4933,Rt @mmention & quot;@MENTION - #Aplle is the classic fascist company in America. Really elegant.& Quot; #sxsw #rji,Apple,Negative emotion,0
341,4937,Rt @mmention & quot;Apple is the most elegant fascist company in America.& Quot; #flipboard #sxsw,Apple,Negative emotion,0
342,4939,Rt @mmention & quot;Apple: The most elegant fascist company in America today.& Quot;- kara swisher #sxsw #flipboard,Apple,Negative emotion,0
343,4949,"Rt @mmention & quot;Google is looking for technical solutions, which is why they are not great in the community because it is a human solution.& Quot; #sxsw",Google,Negative emotion,0
344,4951,Rt @mmention & quot;I believe in God because there is no other explanation for Apple's continued existence.& Quot; Guy Kawasaki #echantment #SXSW,Apple,Negative emotion,0
345,4957,Rt @mmention & quot;Several approaches to monetization & quot; Subject: iPhone Game Dev & quot;But we would be able to advertise our product.,iPad or iPhone App,Negative emotion,0
346,4967,Rt @mmention & quot;There is a reason why Google is not in a social way - they are too technical.& Quot; #SXSW #centets,Google,Negative emotion,0
347,4994,"RT @MENTION #FUTUREMF TRAJAN: Google has the & lt;Title & GT; TAG - Websites SEO you. Instead, open the diagram protocol a clean title day #SXSW added",Google,Negative emotion,0
348,5038,Rt @memention #SXSW #csr Reporting: janecek: Microsoft gives $ for charitable purposes. Apple does not give anything.,Apple,Negative emotion,0
349,5041,"Rt @memention #sxsw #echantment: @mention & quot;Nobody uses Windows voluntarily.& Quot; ""Apple is the largest collection of egomaniac in history."" Haha",Apple,Negative emotion,0
350,5050,RT @MENTION #SXSW 2011: Google and Bing Smackdown in its bloody banality (Guardian) {Link} About @mmention,Google,Negative emotion,0
351,5072,RT @METION #SXSW iPad Store sold out of everything except 64 -gig WiFi only sold out white,iPad,Negative emotion,0
352,5084,"RT @memention #SXSW Rumor Mill: iPad 3 has between 6 and 15 cameras, somewhat thinner rare earth and ""different"". But still pollution screen.",iPad,Negative emotion,0
353,5090,Rt @mmention #sxsw waze {link} is triggered with Google Re: personalized assignment experience. Friendly & quot;Panel Crashing & Quot;,Google,Negative emotion,0
354,5095,RT @MENTION #SXSW: iPad design headache (take two tablets and call me in the morning) {Link},iPad,Negative emotion,0
355,5097,RT @MENTION #UXDES @MENTION is glad that there are no standard navigation instruments. You could be the only one! #Sxsw,iPad,Negative emotion,0
356,5138,"Diabetes on a plate. Thank you Google, have already covered it. {Link} #SXSW",Google,Negative emotion,0
357,5146,Rt @mmention agreed ��� novelty of #ipad news #apps quickly fades under the digital delegates ��� {link} #media #sxsw,iPad or iPhone App,Negative emotion,0
358,5156,"Rt @mmention and it will be sucking.rt @memention rt @memention Google will be an important new social service, circles, at #SXSW today} preview",Other Google product or service,Negative emotion,0
359,5175,RT @mmention everyone who wanted to buy a new iPad should instead donate #japan #tsunami victim. #Sxsw,iPad,Negative emotion,0
360,5179,Rt @mmention apparently when you google & quot;Ads settings & quot; and you will see what Google thinks. #Seenocreepy #SXSW #pnid,Google,Negative emotion,0
361,5185,RT @mention Apple Autocorrect ist so seltsam.Ogilvy Autocorrects to Idiocy.#ogilvynotes #sxsw :),Apple,Negative emotion,0
362,5197,"RT @MENTION Apple is ""the classic, fascist company in America,"" says @mention #SXSW",Apple,Negative emotion,0
363,5251,Rt @mmention Apple ... & quot;The classic fascist company in America & quot; Kara Swisher #SXSW,Apple,Negative emotion,0
364,5334,Rt @mmention the best that I am at #SXSW & quot this weekend;I gave my iPad 2 money to #japan relief. I don't need an iPad 2. & quot; (@mention,iPad,Negative emotion,0
365,5335,Rt @mmention the best that I am at #SXSW & quot this weekend;I gave my iPad 2 money to #japan relief.,iPad,Negative emotion,0
366,5336,Rt @mmention the best that I am at #SXSW & quot this weekend;I gave my iPad 2 money to #japan relief. I don't need a iPad 2. & quot;@mention,iPad,Negative emotion,0
367,5337,Rt @mmention the best that I am at #SXSW & quot this weekend;I gave my iPad 2 money to #japan relief. I don't need an iPad 2. & quot; & lt;Amen!& gt;,,Negative emotion,0
368,5338,"Rt @mmention best, what I this wknd @memention #sxsw & quot;I gave my iPad 2 Money 2 #japan relief. I don't need an iPad 2 & quot;( @mentioned @mmention)",,Negative emotion,0
369,5352,RT @mmention has addressed how Google Maps had diverted all pictures of Jcpenney into pictures of macys or trashy remaining priest.,Other Google product or service,Negative emotion,0
370,5428,RT @mmention decided to go to LA instead of #SXSW because my AT & AMP;T iPhone in Austin would be as useful as a brick.,iPhone,Negative emotion,0
371,5429,RT @mmention delete the #SXSW iPhone app! {Link},iPad or iPhone App,Negative emotion,0
372,5430,"RT @MENTION Delicious ironic Google Privacy Party has whole through ""Bank Kartell"", military science dictatorship & quot; Taxi -rant! #Sxsw",Google,Negative emotion,0
373,5446,"RT @memention Diller on Google TV: ""The first product was not good.",Other Google product or service,Negative emotion,0
374,5469,Rt @mmention epic.in Austin in SXSW is just a guy in line for the iPad 2. {link} #SXSW #ipad #iPad2,iPad,Negative emotion,0
375,5480,RT @memention false alarm: Google circle does not come now and probably never {link} - so much for reports that it would be unveiled at #SXSW,Other Google product or service,Negative emotion,0
376,5484,Rt @mmention festival tips not an iPhone doopen.Play your phone away and speak to your colleagues in lines etc. All good people who love films.#SXSW,iPhone,Negative emotion,0
377,5487,"RT @mmention is finally fed up with #angrybirds, Julian Schrie ""I got her no-fly zone here here, Pigfucker!""& Quot; and threw his iPad on a child.#Sxsw",iPad,Negative emotion,0
378,5497,"RT @MENTION -FAUT for #snubor -Panel at #SXSW: ""Right,"" to forget ""; profits in Europe Traction and cause problems for Google {link}",,Negative emotion,0
379,5506,"RT @MENTION FORWARD TO DELICIOUS T-MOBILE 4G here in Austin, while iPhone users have difficulty doing something.#SXSW",iPhone,Negative emotion,0
380,5508,RT @mmention found the app kyping my iPhone geolocation & amp; not released in the background.,iPad or iPhone App,Negative emotion,0
381,5582,RT @MENTION Google Circles will be toast if it cannot convince Facebook users to start an account (or an interface with FB) #SXSW,Other Google product or service,Negative emotion,0
382,5594,RT @mmention Google Hotpot Restaurants and get personalized RECOS where you can eat.,Other Google product or service,Negative emotion,0
383,5605,RT @MENTION Google Latina and see what you find? Porn ... This is the first impression that people get about us?,Google,Negative emotion,0
384,5621,RT @mmention Google presentation by Mayer is a sales talk #fail #sxsw,Google,Negative emotion,0
385,5676,"RT @MENTION Google to start a large new social network called Circles, possibly today at #SXSW RWw.to/f6bcet | O'Goody More overload",Google,Negative emotion,0
386,5691,RT @MENTION Google VS Bing on #BetterSearch.Bing has a success with a structured search.,Google,Negative emotion,0
387,5692,RT @MENTION Google was unable to carry out disturbing innovations and to acquire 89 startups in recent years.,Google,Negative emotion,0
388,5787,RT @memention hipster with oversized headphones that are connected to the new iPad,iPad,Negative emotion,0
389,5791,"Rt @mmention hm? We still need 1? Rt @mmention Google to start a large new social network called Circles, possibly today {link} #sxsw",Other Google product or service,Negative emotion,0
390,5792,Rt @mmention hmm ... the stream sxsw.com/interactive/live is not iPad/mobiler compatible.,iPad,Negative emotion,0
391,5817,"Rt @mmention I can't wait to give the Samsung people a demo of my terrible, terrible Google Nexus s phone at #SXSW",Other Google product or service,Negative emotion,0
392,5820,"Rt @memention I have the feeling like my iPhone: always on, always do something, quickly get out of the battery.#Sxsw",iPhone,Negative emotion,0
393,5823,Rt @memention I still have to enter a conference room in which it doesn't look like an Apple display.,Apple,Negative emotion,0
394,5828,RT @mmention I know that it is #sxsw because my iPhone lied to me through its signal strength.,iPhone,Negative emotion,0
395,5832,Rt @mmention i think,Google,Negative emotion,0
396,5833,RT @mmention I think my Effing husband stands for a #ipad 2 in line.Can someone point him to the list for woman number 2? #Sxswi #sxsw,iPad,Negative emotion,0
397,5867,"Rt @mmention If you have an iPad, do not upgrade to the latest iOS, tweetdeck is very unstable #11NTC #sxsw #sxswi",iPad,Negative emotion,0
398,5891,"Rt @mmention in a room full of geeks talken tv, @memention only asked, ""who uses Google TV?"" Nobody raised hand. #Socialviewing #sxsw",Other Google product or service,Negative emotion,0
399,5923,RT @MENTION IPAD Design Headache with Josh Clark #Tapworthy #SXSW {Link},iPad,Negative emotion,0
400,5924,RT @MENTION IPAD Design Malady: Ipad Elbow - I hate the iPad's back button with the heat of one million sunbathing. #Tapworthy #sxsw,iPad,Negative emotion,0
401,5933,"Rt @mmention ironic? I googled the instructions for the @mmention party and ran 6 blocks in the wrong direction. Time for the bed, I think.#Sxsw",Other Google product or service,Negative emotion,0
402,5938,Rt @memention It is ridiculous to see how someone takes a photo during a session with their iPad. I can't wait to see concert use. #Sxsw #silly,iPad,Negative emotion,0
403,5958,RT @memention It is official: people who use the iPad 2 to take photos just look strange.#Sxsw,iPad,Negative emotion,0
404,5967,RT @MENTION JOSH Clark: I hate the back button of the iPad with the heat of a million sunbathing. #Tapworthy #sxsw,iPad,Negative emotion,0
405,5985,RT @mmention has just read that #Aplle is sold on the release day at #SXSW iPad 2.,iPad,Negative emotion,0
406,5987,RT @mmention just took a photo with an iPad 2 for the first time. Looks as ridiculous as you would expect. #SXSW #sightings,iPad,Negative emotion,0
407,6024,"The RT @mmention -zeile for source code is longer than for iPad 2. Take that, Apple.#Sxsw",Apple,Negative emotion,0
408,6034,RT @MENTION LONELY PLANET published free of charge Austin City Guide iPhone app for #SXSW.ALS whether there are enough apps that overload your handset.,iPad or iPhone App,Negative emotion,0
409,6113,RT @MENTION New #SXSW rule: no longer ooing and change your new iPad. We understand it. It is not a big thing. Jeder now has a ... :-),iPad,Negative emotion,0
410,6129,"Rt @mmention New iPhone autocorrect has already been tried to ""change"" colleagues "". & Quot; vissigots. & Quot;",iPhone,Negative emotion,0
411,6149,Rt @memention no fan of a new #SXSW trend - audience who share opinions by keeping an iPad. Not here to listen to you. #Annoying,iPad,Negative emotion,0
412,6154,RT @mmention grade in itself: Disadvantage of the tweet on a white iPad 2 await you to be mocked. @Mention #sxsw,iPad,Negative emotion,0
413,6157,Rt @memention nothing says duuchekuchen like walking around with an iPad as if it were an iPhone #sxsw,iPad,Negative emotion,0
414,6158,RT @MENTION NOLITY OF THE IPAD News Apps Fade quickly at #SXSW delegate - from @mention {link},iPad or iPhone App,Negative emotion,0
415,6205,"RT @memention part of journalism is the support of democracy, yes? Informed population, yes? The iPad at the center of the center does not support that #Newsapps #SXSW",,Negative emotion,0
416,6252,"RT @MENTION RT @MENTION @MENTION to start a new new social network called #circles, possibly today! {Link} #SXSW #smm & GT;& gt;Really Google? Now?",Google,Negative emotion,0
417,6276,"RT @MENTION RT @mtion Apple is ""The classic, fascist company in America, & quot; says @mention #SXSW",Apple,Negative emotion,0
418,6298,"RT @memention RT @M been forward to delicious T-Mobile 4G here in Austin, while iPhone users have difficulty doing something.#SXSW",iPhone,Negative emotion,0
419,6377,Rt @mmention Rt @memention Sound of my voice was recorded to use Apple & AMP; the 14-day return guideline by Best Buy for iMacs.Brillant.#Sxsw,Apple,Negative emotion,0
420,6428,"RT @mmention films of #SXSW Talk, & quot;iPad design headache & quot; {link} #tapworthy. really interesting for designers.",iPad,Negative emotion,0
421,6448,RT @mmention speaks truth: #Aplle employee in Temp #SXSW Store only high five whole long line and facepalmed.pfui. #Longinesbadux,Apple,Negative emotion,0
422,6470,RT @memention SXSW 2011: Novelty of the iPad -Nachrichten -Apps quickly fade under the digital delegates {link} #SXSW,iPad or iPhone App,Negative emotion,0
423,6477,RT @mmention Temple Store 6. St. Austin #sxsw closed for the night.,Apple,Negative emotion,0
424,6480,Rt @mmention temporary #sxsw apple store.apple is underhanded as usual {link},Apple,Negative emotion,0
425,6508,"RT @memention in the future is about networks, not only about data, so Google may not win #SXSW #web3 #saatchiny in the long term",Google,Negative emotion,0
426,6514,Rt @memention The iPad 2 is also a cartoonistic digital camera. #Sxsw #cstejas {link},iPad,Negative emotion,0
427,6557,Rt @mmention This group next to me has 6 ppl @memention in the Table.Jeder used his phone/iPad instead of talking to each other.#Sxsw,iPad,Negative emotion,0
428,6700,Rt @mmention Who uses Google TV in this room? Nobody increases a hand in a packed room at #SocialViewing session at #SXSW,Other Google product or service,Negative emotion,0
429,6711,"RT @mmention will overload information provided by Google Kill Discovery? Google says that PPL doesn't lose curiosity, but I wonder ... We need serendipity.#Sxsw",,Negative emotion,0
430,6731,"RT @mmention Woman in Lobby: ""There is a website with the title"" stupid iPhone Speller "", and they are people who take pictures of funny autokored words. & Quot; #SXSW",,Negative emotion,0
431,6749,"Rt @mmention yes, I hate the fanboys.",iPad,Negative emotion,0
432,6767,"#SXSW iPhone app: Control Mania! Half of the screen used for buttons and filters, other half for content.#Ui-fail",iPad or iPhone App,Negative emotion,0
433,6772,"Shit. The iPhone has unpacked, it is not calculated at all.",iPhone,Negative emotion,0
434,6810,Damn Google! Your luminaire-in-the-Dark cup in my camera pocket has soaked up in dark feast! #SXSW,Google,Negative emotion,0
435,6814,It just looks stupid to take pictures with an iPad 2 - believe me guys #sxsw,iPad,Negative emotion,0
436,6849,Apple opens a temporary shop in Austin for #SXSW.WEIS Obviously wanting to make $ 1500 for a MacBook while visiting Austin,Apple,Negative emotion,0
437,6850,Apple opens a temporary business in Austin for #SXSW.WEIS Obviously want to spend $ 1500 for a MacBook.,Apple,Negative emotion,0
438,6872,Google dropped the real estate search after the B/C to do it right.You would have to invest a lot more than you are ready at the moment.#SXSW,Google,Negative emotion,0
439,6891,"NYT -App for iPad: Not ""Here is an amazing way to serve our readership, & quot; more"" Here is a market chance that we cannot ignore. """,iPad or iPhone App,Negative emotion,0
440,6913,"I'm looking forward to delicious T-Mobile 4G here in Austin, while iPhone users have difficulty doing something",iPhone,Negative emotion,0
441,6919,I am looking forward to the day on the @mentation and @mentation native Android 3.0-tablet-optimized customers! Google Latitude is shit! #Sxsw,Other Google product or service,Negative emotion,0
442,6925,Both Microsoft and Google also tore us from {link} :( @mention a joomla! Wannabe -logo #sxsw {link},Google,Negative emotion,0
443,6940,Yes !!! Another Google product that is not yet available for Google apps: Google Hotpot.#SXSW,Other Google product or service,Negative emotion,0
444,6941,"""No other reason for the continued survival of Apple as the existence of God"" ""- @mmention #echantment #SXSW #SXSWI",Apple,Negative emotion,0
445,6947,"Twitter, you failed for the last time * Force Chokes iphone * #sxsw",iPhone,Negative emotion,0
446,6974,But stay charged your telephones? My shitty #iphone would never process #sxsw! Rt @ment @mention no sleep crazy,iPhone,Negative emotion,0
447,6978,"Part of journalism is the support of democracy, yes? Informed population, yes? The iPad at the center of the center does not support that #Newsapps #SXSW",iPad,Negative emotion,0
448,6987,"Check headache with iPad design (2 tablets, call in the morning).
{Link} #sxsw #tapworthy #fb",,Negative emotion,0
449,7054,Achieved how Google Maps had diverted all pictures of jcpenney into pictures of macys or trashy residual attitudes.,Other Google product or service,Negative emotion,0
450,7078,Submit the iPad Idiot! #Smcomedyfyeah #sxsw,iPad,Negative emotion,0
451,7103,"I just stopped in the POP -UP -PAPLE store ..... Lahm!Z! Come on apple, you can still halve the weight.#SXSW",Apple,Negative emotion,0
452,7109,@M been Peter Cashmore on iPad 2: It's only a minor improvement. It is not worth it unless you have money to burn.#SXSW,iPad,Negative emotion,0
