,tweet_text
1137,You think there would be a #sxsw app for blackberry. Just when I gave iPhone the finger! Guess I'll have to carry around an ipad. LAME
5506,RT @mention forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything. #SXSW
5891,"RT @mention In a room full of geeks talking TV, @mention just asked, &quot;Who uses Google TV?&quot; No one raised hand. #socialviewing #sxsw"
2762,Google seems to have sabotaged my YouTube account - WTF? Are they trying to OWN the entire online ecosystem?  VERY BAD FORM #SXSW
2385,The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.
1081,"Just read that #apple will be at #SXSW selling iPad 2 on release day. Good lord, the vortex of smugness that day may be unbearable."
886,"Hm? Do we need another 1? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
3923,"Dear google, your photobooth sucks. #sxsw"
5352,RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw
2029,"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley #SXSW"
324,overheard at MDW (and I'll second it) &quot;halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw&quot; #amateurhour
4497,There is nothing sillier than watching people record video with an ipad. #SXSW
227,I meant I also wish I  at #SXSW #dyac stupid iPhone!
5867,"RT @mention If you have an iPad DO NOT upgrade to the newest iOS yet, TweetDeck is very unstable on it #nten #11ntc #sxsw #sxswi"
5828,RT @mention I know it's #SXSW because my iPhone has started lying to me about its signal strength.
3,@sxsw I hope this year's festival isn't as crashy as this year's iPhone app. #sxsw
2611,Would like to know which LBS app I downloaded has commandeered my iPhone's geolocation setting &amp; won't relinquish. #batterykiller #SXSW
3512,Mad mad lines still at the #SXSW Apple pop up store here in Austin #ipad2
3883,"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW"
6480,RT @mention Temporary #sxsw apple store. Apple being sneaky as usual  {link}
2326,Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link}
5336,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention
7103,Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw
913,Not a fan of a new #sxsw trend - audience sharing opinions via holding up an iPad. Not here to listen to you. #annoying
3895,Have Google launched their next social media flop yet? #sxsw
4340,I asked one of the booth people if #apple paid every single booth here to show their product on iPad2s. She said no. #idontbelieve #sxsw
1378,SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} via @mention #SXSW XIPAD
394,"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention."
2774,What happened to the Taxi Magic iPhone app? Now all I can do is call the cabs via it #sxsw
4700,Aron Pilhofer of the New York Times and design guru Khoi Vinh express scepticism about iPad news apps at #SXSW {link}
259,Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2
8031,"Not to hate on the iPad, but fleets of nerds armed with iPads navigating through crowds is as far from cool as I've EVER seen #sxsw"
5156,"RT @mention And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}"
2882,Apple likes it if you pay them. That's what Apple likes. - Barry Diller #SXSW
2834,Oh no utter @mention #sxsw fail. Can't see the letter of the ballroom in the iPhone app as it is too long and doesn't wrap /cc @mention
5446,"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller"
8409,"You'll have to wait 4-5 weeks for an iPad 2, but not at the #AppleATXdt pop-up! Shipments daily (via @mention #SXSW"
7706,���The classiest fascist company in existence�۝ - Kara Swisher #sxsw #apple
8611,I think my effing hubby is in line for an #iPad 2. Can someone point him towards the line-up for wife number #2. #sxswi #sxsw
1342,"At midday, iPhone at mid-battery. This outlet, blocked by an immobile booth, serves no purpose but to taunt me. #SXSW {link}"
4393,My tweeting from #sxsw been pretty non existent today thanks to the @mention iPhone app #fail - Hootsuite is the epic replacement! #owllove
967,I left my pocket guide at the hotel. I don't know how I'm going to cope. What does that say about the usability of iPad/iPhone app? #SXSW
7368,"Enough already .... ���@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝"
5430,"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW"
6700,RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw
6428,"RT @mention Slides from #SXSW talk, &quot;iPad Design Headaches &quot; {link} #tapworthy . Really interesting for designers as well."
3924,&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard
2181,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.
686,Disliking iPhone twitter auto shortening links for me. #sxsw
626,"I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.  Hmmzies."
3127,"&quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW"
4185,@mention my iPhone crashed &amp; I had to do a fresh restore &amp; lost my fave Dali/canvas pak? Can I ever get it back? Also are you @mention #sxsw?
3987,"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed."
4535,I am inventing a &quot;dislike&quot; button for #iPad 2 lines. {link} #SXSW
7939,Off to get my badge. Then to find food and drink. Then figure out why my @mention iPhone is NOT roaming at #sxsw. Then unpack. Priorities
1691,Disaster = iPhone died in middle of #sxsw ... can't function. heading to apple store.
4220,"Please can I hear more people talk about the iPad 2, preferrably with more #sxsw hashtags -  I really have a deficit of this in my life!"
1165,Thank you to @mention for letting me test drive a car to the Apple store. Now lets hope that they can fix my phone!! #sxsw
797,"Google to launch product! Wait, no launch, but product exists.  Wait, product does not exist! #sxsw {link}"
3937,"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} #sxsw"
3029,"@mention for the life of me, I can't get my iPad to sync all the sessions, only partial. iPhone is fine, iPad is deciding what it wants. #sxsw"
994,BRILLIANT READ: Attention Marketers and Media Professionals: the iPad won't save you by @mention  {link} #usguys #SxSW
615,".@mention I have a 3G iPhone. After 3 hrs tweeting at #RISE_Austin, it was dead!  I need to upgrade. Plugin stations at #SXSW."
101,Know that &quot;dataviz&quot; translates to &quot;satanic&quot; on an iPhone. I'm just sayin'. #sxsw
8298,wow you suck {link} iPad #sxsw Rebecca Black #fab5
5958,RT @mention It's official: people using the iPad 2 to take photos just look weird. #SXSW
1309,@mention - #Apple is the classiest fascist company in America. Really elegant. #sxsw #rji
5967,RT @mention Josh Clark:  I hate the iPad's back button with the heat of a million suns.  #tapworthy #SXSW
6891,"NYT app for iPad: not &quot;here's an amazing way to serve our readership,&quot; more &quot;here's a market opportunity we can't ignore.&quot; #sxsw #newsapps"
5692,RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw
3218,"Lunch with @mention at #CNNGrill. View from the HTML5 dev trenches: Android is painful, iOS is sleek (for what @mention is doing) #sxsw"
2501,New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw
3163,@mention Google Circles will be Lame. #sxsw &lt;3
65,attending @mention iPad design headaches #sxsw {link}
7397,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard."
